Symbol,Name,Country,Sector,Industry
PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O,United States,,
PSAC,Property Solutions Acquisition Corp. Common Stock,United States,Capital Goods,Auto Manufacturing
PSACU,Property Solutions Acquisition Corp. Unit,United States,Capital Goods,Auto Manufacturing
PSACW,Property Solutions Acquisition Corp. Warrant,United States,Capital Goods,Auto Manufacturing
PSAGU,Property Solutions Acquisition Corporation II Units,United States,Finance,Business Services
PSB,PS Business Parks Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PSB^W,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock Series W,United States,,
PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X,United States,,
PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y,United States,,
PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share,United States,,
PSCX,Pacer Swan SOS Conservative (December) ETF,United States,,
PSEC,Prospect Capital Corporation Common Stock,United States,,
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,,,
PSFD,Pacer Funds ETF,United States,,
PSFF,Pacer Swan SOS Fund of Funds ETF,United States,,
PSHG,Performance Shipping Inc. Common Shares,Greece,Transportation,Marine Transportation
PSMD,Pacer Swan SOS Moderate (December) ETF,United States,,
PSMT,PriceSmart Inc. Common Stock,United States,Consumer Services,Department/Specialty Retail Stores
PSN,Parsons Corporation Common Stock,,Technology,EDP Services
PSNL,Personalis Inc. Common Stock,United States,Health Care,Medical Specialities
PSO,Pearson Plc Common Stock,United Kingdom,Consumer Services,Books
PSTG,Pure Storage Inc. Class A Common Stock,,Technology,Electronic Components
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock,,Finance,Business Services
PSTI,Pluristem Therapeutics Inc. Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTL,Postal Realty Trust Inc. Class A Common Stock,,Consumer Services,Real Estate Investment Trusts
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,United States,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSX,Phillips 66 Common Stock,United States,Energy,Integrated oil Companies
PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,United States,Energy,Natural Gas Distribution
PT,Pintec Technology Holdings Limited American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,,,
PTC,PTC Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PTE,PolarityTE Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PTIC,PropTech Investment Corporation II Class A Common Stock,United States,Finance,Business Services
PTICU,PropTech Investment Corporation II Unit,United States,Finance,Business Services
PTICW,PropTech Investment Corporation II Warrant,United States,Finance,Business Services
PTK,PTK Acquisition Corp. Common Stock,United States,Finance,Business Services
PTMN,Portman Ridge Finance Corporation Common Stock,United States,,
PTN,Palatin Technologies Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PTNR,Partner Communications Company Ltd. American Depositary Shares,Israel,Public Utilities,Telecommunications Equipment
PTON,Peloton Interactive Inc. Class A Common Stock,United States,Energy,Consumer Electronics/Appliances
PTPI,Petros Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PTR,PetroChina Company Limited Common Stock,China,Energy,Oil & Gas Production
PTRS,Partners Bancorp Common Stock,United States,Finance,Major Banks
PTSI,P.A.M. Transportation Services Inc. Common Stock,United States,Transportation,Trucking Freight/Courier Services
PTVCA,Protective Insurance Corporation Class A Common Stock,United States,Finance,Property-Casualty Insurers
PTVCB,Protective Insurance Corporation Class B Common Stock,United States,Finance,Property-Casualty Insurers
PTVE,Pactiv Evergreen Inc. Common stock,United States,Consumer Durables,Containers/Packaging
PTY,Pimco Corporate & Income Opportunity Fund,United States,,
PUBM,PubMatic Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
PUCKU,Goal Acquisitions Corp. Unit,United States,Finance,Business Services
PUK,Prudential Public Limited Company Common Stock,United Kingdom,Finance,Life Insurance
PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security,United Kingdom,,
PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares,United Kingdom,,
PULM,Pulmatrix Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
PUMP,ProPetro Holding Corp. Common Stock,United States,Energy,Oilfield Services/Equipment
PUYI,Puyi Inc. American Depository Shares,China,Finance,Investment Managers
PVAC,Penn Virginia Corporation Common Stock,United States,Energy,Oil & Gas Production
PVBC,Provident Bancorp Inc. (MD) Common Stock,United States,Finance,Savings Institutions
PVG,Pretium Resources Inc. Ordinary Shares (Canada),Canada,Basic Industries,Precious Metals
PVH,PVH Corp. Common Stock,United States,Consumer Non-Durables,Apparel
PVL,Permianville Royalty Trust Trust Units ,United States,Energy,Oil & Gas Production
PW,Power REIT (MD) Common Stock,United States,Consumer Services,Real Estate Investment Trusts
PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock,United States,,
PWFL,PowerFleet Inc. Common Stock,United States,Capital Goods,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,Finance,Major Banks
PWR,Quanta Services Inc. Common Stock,United States,Capital Goods,Engineering & Construction
PXD,Pioneer Natural Resources Company Common Stock,United States,Energy,Oil & Gas Production
PXLW,Pixelworks Inc.  Common Stock,United States,Technology,Semiconductors
PXS,Pyxis Tankers Inc. Common Stock,Greece,Transportation,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece,Transportation,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,Greece,Transportation,Marine Transportation
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,,
PYPD,PolyPid Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,United States,Miscellaneous,Business Services
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,United States,Finance,Finance: Consumer Services
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,United States,Finance,Finance: Consumer Services
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,,
PZG,Paramount Gold Nevada Corp. Common Stock,United States,Basic Industries,Precious Metals
PZN,Pzena Investment Management Inc Class A Common Stock,United States,Finance,Investment Managers
PZZA,Papa John's International Inc. Common Stock,United States,Consumer Services,Restaurants
QADA,QAD Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc. Class B Common Stock,United States,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
QCON,American Century ETF Trust American Century Quality Convertible Securities ETF,,,
QCRH,QCR Holdings Inc. Common Stock,United States,Finance,Major Banks
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Finance,Finance: Consumer Services
QDEC,FT Cboe Vest Growth-100 Buffer ETF - December,United States,,
QDEL,Quidel Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QELL,Qell Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
QELLU,Qell Acquisition Corp. Unit,United States,Finance,Business Services
QELLW,Qell Acquisition Corp. Warrant,United States,Finance,Business Services
QEP,QEP Resources Inc. Common Stock,United States,Energy,Oil & Gas Production
QFIN,360 DigiTech Inc. American Depositary Shares,China,Finance,Finance: Consumer Services
QFTA,Quantum FinTech Acquisition Corporation Common Stock,,Finance,Business Services
QGEN,Qiagen N.V. Common Shares ,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Quhuo Limited American Depository Shares,China,Miscellaneous,Business Services
QIWI,QIWI plc American Depositary Shares,Cyprus,Miscellaneous,Business Services
QK,Q&K International Group Limited American Depositary Shares,China,Finance,Real Estate
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
QLI,Qilian International Holding Group Ltd. Ordinary Shares,China,Health Care,Major Pharmaceuticals
QLYS,Qualys Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
QMCO,Quantum Corporation Common Stock,United States,Technology,Electronic Components
QNST,QuinStreet Inc. Common Stock,United States,Miscellaneous,Business Services
QPFF,American Century ETF Trust American Century Quality Preferred ETF,,,
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States,,
QRHC,Quest Resource Holding Corporation Common Stock,United States,Technology,Diversified Commercial Services
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States,Consumer Services,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc. Common Stock,United States,Technology,Semiconductors
QS,QuantumScape Corporation Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
QSR,Restaurant Brands International Inc. Common Shares,Canada,Consumer Services,Restaurants
QTNT,Quotient Limited Ordinary Shares,Switzerland,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRX,Quanterix Corporation Common Stock,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QTS,QTS Realty Trust Inc. Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts
QTS^A,QTS Realty Trust Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,
QTS^B,QTS Realty Trust Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock,United States,,
QTT,Qutoutiao Inc. American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
QTWO,Q2 Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
QUAD,Quad Graphics Inc Class A Common Stock,United States,Miscellaneous,Publishing
QUIK,QuickLogic Corporation Common Stock,United States,Technology,Semiconductors
QUMU,Qumu Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
QUOT,Quotient Technology Inc. Common Stock,,Consumer Services,Advertising
QURE,uniQure N.V. Ordinary Shares,Netherlands,Health Care,Major Pharmaceuticals
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,Consumer Services,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,Consumer Services,Catalog/Specialty Distribution
R,Ryder System Inc. Common Stock,United States,Consumer Services,Rental/Leasing Companies
RA,Brookfield Real Assets Income Fund Inc. Common Stock,,,
RAAC,Revolution Acceleration Acquisition Corp Class A Common Stock,United States,Finance,Business Services
RAACU,Revolution Acceleration Acquisition Corp Unit,United States,Finance,Business Services
RAACW,Revolution Acceleration Acquisition Corp Warrant,United States,Finance,Business Services
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software
RACA,Therapeutics Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
RACE,Ferrari N.V. Common Shares,,Capital Goods,Auto Manufacturing
RAD,Rite Aid Corporation Common Stock,United States,Health Care,Medical/Nursing Services
RADA,RADA Electronic Industries Ltd. Ordinary Shares,Israel,Technology,Electronic Components
RADI,Radius Global Infrastructure Inc. Class A Common Stock,United States,Consumer Services,Real Estate
RAIL,FreightCar America Inc. Common Stock,United States,Capital Goods,Railroads
RAMP,LiveRamp Holdings Inc. Common Stock,United States,Technology,EDP Services
RAND,Rand Capital Corporation Common Stock,United States,Finance,Finance: Consumer Services
RAPT,RAPT Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc. Common Stock,United States,Consumer Non-Durables,Food Distributors
RAVN,Raven Industries Inc. Common Stock,United States,Capital Goods,Specialty Chemicals
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,Canada,Miscellaneous,Business Services
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
RBB,RBB Bancorp Common Stock,United States,Finance,Major Banks
RBBN,Ribbon Communications Inc. Common Stock,United States,Technology,EDP Services
RBC,Regal Beloit Corporation Common Stock,United States,Consumer Durables,Metal Fabrications
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
RBCN,Rubicon Technology Inc. Common Stock,United States,Technology,Semiconductors
